Storm_ID,Name,Year,Date,Lat,Lon,Wind_Knots,Pressure_mb,R34_NE,R34_SE,R34_SW,R34_NW,R64_NE,R64_SE,R64_SW,R64_NW
AL152010,MATTHEW,2010,2010-09-26,17.0,-90.8,30,1001,0,0,0,0,0,0,0,0
AL152010,MATTHEW,2010,2010-09-26,17.3,-91.9,25,1002,0,0,0,0,0,0,0,0
AL152010,MATTHEW,2010,2010-09-26,17.5,-92.8,20,1002,0,0,0,0,0,0,0,0
AL152010,MATTHEW,2010,2010-09-26,17.2,-93.3,20,1003,0,0,0,0,0,0,0,0
AL162010,NICOLE,2010,2010-09-28,19.4,-84.1,25,1003,0,0,0,0,0,0,0,0
AL162010,NICOLE,2010,2010-09-28,19.8,-83.5,30,1003,0,0,0,0,0,0,0,0
AL162010,NICOLE,2010,2010-09-28,20.4,-83.0,35,1001,0,300,0,0,0,0,0,0
AL162010,NICOLE,2010,2010-09-28,21.0,-82.7,40,999,0,300,0,0,0,0,0,0
AL162010,NICOLE,2010,2010-09-29,21.4,-82.2,35,997,0,300,0,0,0,0,0,0
AL162010,NICOLE,2010,2010-09-29,21.7,-81.6,35,996,0,300,300,0,0,0,0,0
AL162010,NICOLE,2010,2010-09-29,21.9,-81.0,40,995,0,300,300,0,0,0,0,0
AL162010,NICOLE,2010,2010-09-29,22.2,-80.5,40,995,0,300,300,0,0,0,0,0
AL162010,NICOLE,2010,2010-09-29,23.3,-80.1,40,994,120,300,0,0,0,0,0,0
AL162010,NICOLE,2010,2010-09-30,24.7,-79.6,40,994,120,300,0,0,0,0,0,0
AL162010,NICOLE,2010,2010-09-30,26.1,-79.0,40,995,180,300,0,0,0,0,0,0
AL162010,NICOLE,2010,2010-09-30,27.4,-78.5,40,996,180,300,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-06,22.0,-67.2,30,1000,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-06,22.6,-67.8,40,995,100,100,80,80,0,0,0,0
AL172010,OTTO,2010,2010-10-06,23.0,-68.1,50,991,100,100,80,80,0,0,0,0
AL172010,OTTO,2010,2010-10-07,23.2,-68.2,55,989,100,100,80,80,0,0,0,0
AL172010,OTTO,2010,2010-10-07,23.4,-68.3,50,990,100,100,80,80,0,0,0,0
AL172010,OTTO,2010,2010-10-07,23.6,-68.3,45,994,100,100,80,80,0,0,0,0
AL172010,OTTO,2010,2010-10-07,23.8,-67.8,50,992,100,120,80,60,0,0,0,0
AL172010,OTTO,2010,2010-10-08,24.0,-67.0,55,989,100,150,80,60,0,0,0,0
AL172010,OTTO,2010,2010-10-08,24.4,-66.1,60,986,100,150,80,60,0,0,0,0
AL172010,OTTO,2010,2010-10-08,25.2,-64.8,65,983,100,170,80,60,20,25,15,0
AL172010,OTTO,2010,2010-10-08,26.2,-63.3,70,980,100,170,80,60,20,25,15,0
AL172010,OTTO,2010,2010-10-09,27.2,-61.7,75,976,110,190,60,70,20,25,15,0
AL172010,OTTO,2010,2010-10-09,28.5,-59.7,75,978,110,190,60,70,25,30,15,0
AL172010,OTTO,2010,2010-10-09,30.0,-57.3,70,981,110,190,60,70,25,30,15,0
AL172010,OTTO,2010,2010-10-09,31.4,-54.3,65,985,110,190,60,70,25,30,15,0
AL172010,OTTO,2010,2010-10-10,32.7,-50.9,60,988,110,190,90,70,0,0,0,0
AL172010,OTTO,2010,2010-10-10,34.3,-47.0,55,988,120,220,120,80,0,0,0,0
AL172010,OTTO,2010,2010-10-10,36.4,-42.6,55,988,120,220,120,80,0,0,0,0
AL172010,OTTO,2010,2010-10-10,38.2,-38.1,55,988,120,240,180,80,0,0,0,0
AL172010,OTTO,2010,2010-10-11,40.3,-33.8,50,992,120,240,240,60,0,0,0,0
AL172010,OTTO,2010,2010-10-11,42.0,-30.8,45,995,150,200,240,60,0,0,0,0
AL172010,OTTO,2010,2010-10-11,43.1,-28.1,40,998,150,150,240,0,0,0,0,0
AL172010,OTTO,2010,2010-10-11,43.5,-26.3,40,998,150,150,240,0,0,0,0,0
AL172010,OTTO,2010,2010-10-12,43.4,-25.3,35,1002,100,100,200,0,0,0,0,0
AL172010,OTTO,2010,2010-10-12,42.4,-24.6,35,1004,100,0,150,0,0,0,0,0
AL172010,OTTO,2010,2010-10-12,41.4,-24.0,35,1004,100,0,0,100,0,0,0,0
AL172010,OTTO,2010,2010-10-12,40.3,-23.5,35,1006,0,0,0,100,0,0,0,0
AL172010,OTTO,2010,2010-10-13,39.3,-23.0,35,1004,0,0,0,100,0,0,0,0
AL172010,OTTO,2010,2010-10-13,38.4,-22.7,35,1004,0,0,0,100,0,0,0,0
AL172010,OTTO,2010,2010-10-13,37.6,-22.6,35,1004,0,0,0,100,0,0,0,0
AL172010,OTTO,2010,2010-10-13,36.7,-22.4,35,1004,0,0,0,100,0,0,0,0
AL172010,OTTO,2010,2010-10-14,35.8,-22.2,35,1004,0,0,0,100,0,0,0,0
AL172010,OTTO,2010,2010-10-14,35.0,-22.0,30,1005,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-14,34.4,-21.4,30,1005,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-14,34.0,-20.6,30,1005,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-15,33.8,-19.9,30,1006,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-15,33.6,-19.2,30,1006,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-15,33.4,-18.5,30,1006,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-15,33.2,-17.8,30,1006,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-16,33.0,-17.1,25,1006,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-16,32.8,-16.5,25,1006,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-16,32.6,-15.9,25,1007,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-16,32.4,-15.3,25,1007,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-17,32.3,-14.7,25,1008,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-17,32.1,-14.5,25,1010,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-17,31.9,-14.6,20,1010,0,0,0,0,0,0,0,0
AL172010,OTTO,2010,2010-10-17,31.7,-14.7,20,1012,0,0,0,0,0,0,0,0
AL182010,PAULA,2010,2010-10-11,13.9,-81.8,30,1006,0,0,0,0,0,0,0,0
AL182010,PAULA,2010,2010-10-11,14.4,-82.5,35,1005,30,30,0,30,0,0,0,0
AL182010,PAULA,2010,2010-10-11,15.0,-83.2,45,1004,30,30,0,45,0,0,0,0
AL182010,PAULA,2010,2010-10-11,15.7,-83.8,60,1001,30,30,20,60,0,0,0,0
AL182010,PAULA,2010,2010-10-12,16.5,-84.4,65,996,45,45,30,45,10,10,0,10
AL182010,PAULA,2010,2010-10-12,17.3,-85.0,65,991,45,60,30,30,10,10,10,10
AL182010,PAULA,2010,2010-10-12,18.1,-85.6,75,986,45,60,30,30,10,10,10,10
AL182010,PAULA,2010,2010-10-12,18.8,-85.9,90,981,50,50,45,45,20,15,15,15
AL182010,PAULA,2010,2010-10-13,19.6,-86.0,90,981,50,50,45,45,20,15,15,15
AL182010,PAULA,2010,2010-10-13,20.3,-86.0,85,984,50,45,45,45,15,15,10,10
AL182010,PAULA,2010,2010-10-13,20.9,-85.9,85,987,50,45,45,45,15,15,10,10
AL182010,PAULA,2010,2010-10-13,21.4,-85.8,75,990,45,45,45,40,10,10,10,10
AL182010,PAULA,2010,2010-10-14,21.8,-85.6,75,993,45,45,45,40,10,10,10,0
AL182010,PAULA,2010,2010-10-14,22.2,-85.2,70,995,45,45,45,40,10,10,10,0
AL182010,PAULA,2010,2010-10-14,22.6,-84.5,60,999,45,45,45,40,0,0,0,0
AL182010,PAULA,2010,2010-10-14,22.7,-83.9,55,1000,45,45,45,40,0,0,0,0
AL182010,PAULA,2010,2010-10-14,22.8,-83.5,50,1001,60,30,30,40,0,0,0,0
AL182010,PAULA,2010,2010-10-15,22.9,-82.0,40,1004,60,20,20,30,0,0,0,0
AL182010,PAULA,2010,2010-10-15,22.9,-80.9,30,1008,0,0,0,0,0,0,0,0
AL182010,PAULA,2010,2010-10-15,22.9,-79.9,25,1009,0,0,0,0,0,0,0,0
AL182010,PAULA,2010,2010-10-15,23.0,-79.1,20,1009,0,0,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-19,17.2,-83.4,30,1008,0,0,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-20,17.7,-83.2,30,1008,0,0,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-20,17.8,-82.8,30,1008,0,0,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-20,17.8,-82.3,30,1008,0,0,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-20,17.6,-81.8,30,1008,0,0,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-21,17.3,-81.3,30,1007,0,0,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-21,17.0,-80.9,30,1007,0,0,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-21,16.7,-80.6,35,1006,90,90,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-21,16.3,-80.4,35,1006,90,90,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-22,16.0,-80.5,35,1007,90,90,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-22,15.9,-80.7,35,1005,90,90,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-22,15.8,-81.0,35,1006,90,0,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-22,15.8,-81.5,40,1006,75,0,0,60,0,0,0,0
AL192010,RICHARD,2010,2010-10-23,15.8,-82.1,40,1006,75,0,0,60,0,0,0,0
AL192010,RICHARD,2010,2010-10-23,15.8,-82.6,45,1004,75,0,0,60,0,0,0,0
AL192010,RICHARD,2010,2010-10-23,15.9,-83.1,50,1000,75,60,0,60,0,0,0,0
AL192010,RICHARD,2010,2010-10-23,16.0,-83.6,55,998,90,60,0,60,0,0,0,0
AL192010,RICHARD,2010,2010-10-24,16.2,-84.3,60,995,90,60,40,70,0,0,0,0
AL192010,RICHARD,2010,2010-10-24,16.5,-85.2,65,992,90,60,40,70,10,0,0,0
AL192010,RICHARD,2010,2010-10-24,16.8,-86.3,75,990,90,60,50,70,15,10,10,15
AL192010,RICHARD,2010,2010-10-24,17.0,-87.3,80,984,90,60,50,70,15,10,10,15
AL192010,RICHARD,2010,2010-10-25,17.2,-88.2,85,977,90,60,50,60,15,10,10,15
AL192010,RICHARD,2010,2010-10-25,17.2,-88.3,85,977,90,60,50,60,15,10,10,15
AL192010,RICHARD,2010,2010-10-25,17.4,-89.2,65,988,70,60,40,50,15,0,0,0
AL192010,RICHARD,2010,2010-10-25,17.7,-90.0,40,997,60,60,40,50,0,0,0,0
AL192010,RICHARD,2010,2010-10-25,18.0,-90.8,30,1000,0,0,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-26,18.4,-91.5,25,1002,0,0,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-26,19.1,-92.3,25,1004,0,0,0,0,0,0,0,0
AL192010,RICHARD,2010,2010-10-26,20.1,-92.9,20,1004,0,0,0,0,0,0,0,0
AL212010,TOMAS,2010,2010-10-29,9.0,-53.7,30,1006,0,0,0,0,0,0,0,0
AL212010,TOMAS,2010,2010-10-29,9.8,-55.3,35,1003,75,40,0,75,0,0,0,0
AL212010,TOMAS,2010,2010-10-29,10.8,-56.8,45,998,90,50,50,90,0,0,0,0
AL212010,TOMAS,2010,2010-10-30,11.9,-57.8,55,999,90,50,50,90,0,0,0,0
AL212010,TOMAS,2010,2010-10-30,12.7,-58.9,60,997,90,50,50,90,0,0,0,0
AL212010,TOMAS,2010,2010-10-30,13.0,-59.5,60,997,90,50,50,90,0,0,0,0
AL212010,TOMAS,2010,2010-10-30,13.1,-60.1,65,993,120,60,50,90,20,20,0,0
AL212010,TOMAS,2010,2010-10-30,13.3,-61.0,80,990,120,60,50,90,20,20,0,0
AL212010,TOMAS,2010,2010-10-30,13.4,-61.2,85,987,120,60,50,90,20,20,0,0
AL212010,TOMAS,2010,2010-10-31,13.5,-61.7,85,982,120,60,50,90,30,20,10,20
AL212010,TOMAS,2010,2010-10-31,13.8,-62.4,85,983,120,60,50,90,30,20,10,20
AL212010,TOMAS,2010,2010-10-31,14.0,-63.3,80,988,120,60,50,90,30,20,10,20
AL212010,TOMAS,2010,2010-10-31,14.2,-64.4,65,994,120,60,50,90,15,0,0,15
AL212010,TOMAS,2010,2010-11-01,14.1,-65.8,55,997,150,60,50,90,0,0,0,0
AL212010,TOMAS,2010,2010-11-01,13.9,-67.1,45,1003,150,60,30,90,0,0,0,0
AL212010,TOMAS,2010,2010-11-01,13.6,-68.2,40,1005,120,40,20,60,0,0,0,0
AL212010,TOMAS,2010,2010-11-01,13.5,-69.2,40,1005,100,40,20,60,0,0,0,0
AL212010,TOMAS,2010,2010-11-02,13.5,-70.3,40,1005,100,40,0,40,0,0,0,0
AL212010,TOMAS,2010,2010-11-02,13.5,-71.4,45,1003,100,40,0,30,0,0,0,0
AL212010,TOMAS,2010,2010-11-02,13.5,-72.5,40,1004,100,40,0,30,0,0,0,0
AL212010,TOMAS,2010,2010-11-02,13.6,-73.4,35,1006,90,0,0,30,0,0,0,0
AL212010,TOMAS,2010,2010-11-03,13.8,-73.9,30,1006,0,0,0,0,0,0,0,0
AL212010,TOMAS,2010,2010-11-03,14.0,-74.3,30,1006,0,0,0,0,0,0,0,0
AL212010,TOMAS,2010,2010-11-03,14.3,-74.7,30,1006,0,0,0,0,0,0,0,0
AL212010,TOMAS,2010,2010-11-03,14.7,-75.1,35,1004,60,60,0,0,0,0,0,0
AL212010,TOMAS,2010,2010-11-04,15.1,-75.5,40,1003,60,60,0,0,0,0,0,0
AL212010,TOMAS,2010,2010-11-04,15.5,-75.9,40,998,75,60,0,0,0,0,0,0
AL212010,TOMAS,2010,2010-11-04,15.9,-76.2,45,996,75,60,0,0,0,0,0,0
AL212010,TOMAS,2010,2010-11-04,16.4,-76.2,50,995,100,90,0,0,0,0,0,0
AL212010,TOMAS,2010,2010-11-05,17.0,-75.7,60,989,120,120,0,0,0,0,0,0
AL212010,TOMAS,2010,2010-11-05,17.7,-75.2,70,985,120,120,30,30,15,15,0,0
AL212010,TOMAS,2010,2010-11-05,18.7,-74.7,75,987,120,120,50,50,15,15,15,15
AL212010,TOMAS,2010,2010-11-05,19.7,-74.0,70,992,100,120,50,50,15,15,0,0
AL212010,TOMAS,2010,2010-11-06,20.4,-73.1,60,995,100,100,50,50,0,0,0,0
AL212010,TOMAS,2010,2010-11-06,21.4,-71.8,60,992,100,100,50,50,0,0,0,0
AL212010,TOMAS,2010,2010-11-06,21.7,-71.6,60,992,100,100,50,50,0,0,0,0
AL212010,TOMAS,2010,2010-11-06,22.6,-70.9,60,990,100,100,50,50,0,0,0,0
AL212010,TOMAS,2010,2010-11-06,23.8,-70.3,65,988,100,100,75,75,20,20,0,0
AL212010,TOMAS,2010,2010-11-07,24.9,-69.8,70,987,100,100,75,75,20,20,0,0
AL212010,TOMAS,2010,2010-11-07,25.4,-69.6,65,990,100,100,75,75,20,20,0,0
AL212010,TOMAS,2010,2010-11-07,25.7,-69.5,60,992,100,100,125,125,0,0,0,0
AL212010,TOMAS,2010,2010-11-07,26.0,-69.3,50,992,100,100,125,125,0,0,0,0
AL212010,TOMAS,2010,2010-11-08,26.0,-68.5,50,992,125,100,150,200,0,0,0,0
AL212010,TOMAS,2010,2010-11-08,25.8,-67.5,50,992,125,100,150,200,0,0,0,0
AL212010,TOMAS,2010,2010-11-08,25.6,-66.2,50,992,125,100,150,200,0,0,0,0
AL212010,TOMAS,2010,2010-11-08,25.8,-64.5,45,993,125,125,150,200,0,0,0,0
AL212010,TOMAS,2010,2010-11-09,26.5,-62.3,45,993,125,125,150,200,0,0,0,0
AL212010,TOMAS,2010,2010-11-09,27.9,-60.4,45,994,125,125,150,200,0,0,0,0
AL212010,TOMAS,2010,2010-11-09,29.4,-58.6,45,994,125,150,150,150,0,0,0,0
AL212010,TOMAS,2010,2010-11-09,31.0,-56.9,45,994,125,150,150,150,0,0,0,0
AL212010,TOMAS,2010,2010-11-10,33.3,-55.4,45,994,125,150,150,150,0,0,0,0
AL212010,TOMAS,2010,2010-11-10,36.0,-54.0,45,994,125,150,150,150,0,0,0,0
AL212010,TOMAS,2010,2010-11-10,39.0,-53.5,35,995,125,150,100,150,0,0,0,0
AL212010,TOMAS,2010,2010-11-10,42.0,-53.5,35,995,125,150,0,150,0,0,0,0
AL052011,EMILY,2011,2011-08-02,14.9,-61.4,40,1007,75,0,0,60,0,0,0,0
AL052011,EMILY,2011,2011-08-02,15.1,-62.5,40,1007,75,0,0,60,0,0,0,0
AL052011,EMILY,2011,2011-08-02,15.4,-63.6,40,1006,75,0,0,60,0,0,0,0
AL052011,EMILY,2011,2011-08-02,15.7,-64.8,40,1005,75,0,0,60,0,0,0,0
AL052011,EMILY,2011,2011-08-03,16.0,-66.2,45,1004,100,75,0,60,0,0,0,0
AL052011,EMILY,2011,2011-08-03,16.3,-67.7,45,1003,100,75,0,60,0,0,0,0
AL052011,EMILY,2011,2011-08-03,16.6,-69.1,45,1003,100,75,0,30,0,0,0,0
AL052011,EMILY,2011,2011-08-03,16.8,-70.3,45,1003,100,75,0,30,0,0,0,0
AL052011,EMILY,2011,2011-08-04,16.9,-70.7,45,1003,100,75,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-04,16.9,-71.3,45,1004,100,75,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-04,17.3,-72.2,45,1006,100,75,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-04,17.9,-73.4,30,1009,0,0,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-05,18.8,-74.6,25,1010,0,0,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-05,19.8,-75.5,25,1011,0,0,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-05,21.0,-76.3,25,1011,0,0,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-05,22.4,-76.9,25,1012,0,0,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-06,23.6,-77.4,25,1012,0,0,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-06,24.6,-77.9,25,1012,0,0,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-06,25.6,-78.1,25,1011,0,0,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-06,26.4,-78.2,30,1011,0,0,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-07,27.2,-78.1,35,1010,60,45,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-07,28.4,-77.4,35,1009,60,45,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-07,29.7,-76.4,30,1009,0,0,0,0,0,0,0,0
AL052011,EMILY,2011,2011-08-07,30.7,-74.8,30,1009,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011,2011-08-19,15.4,-82.0,30,1006,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011,2011-08-19,15.7,-82.7,30,1005,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011,2011-08-19,15.9,-83.4,35,1003,30,0,0,30,0,0,0,0
AL082011,HARVEY,2011,2011-08-19,16.0,-84.1,40,1001,35,0,0,35,0,0,0,0
AL082011,HARVEY,2011,2011-08-20,16.1,-84.9,45,995,35,0,0,35,0,0,0,0
AL082011,HARVEY,2011,2011-08-20,16.3,-85.8,50,994,35,20,0,35,0,0,0,0
AL082011,HARVEY,2011,2011-08-20,16.6,-87.0,50,998,40,20,0,40,0,0,0,0
AL082011,HARVEY,2011,2011-08-20,17.0,-88.3,55,995,-999,-999,-999,-999,-999,-999,-999,-999
AL082011,HARVEY,2011,2011-08-20,17.0,-88.3,55,995,40,20,20,40,0,0,0,0
AL082011,HARVEY,2011,2011-08-21,17.3,-89.6,35,1003,30,0,0,30,0,0,0,0
AL082011,HARVEY,2011,2011-08-21,17.6,-90.8,30,1005,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011,2011-08-21,18.0,-92.0,30,1005,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011,2011-08-21,18.5,-93.3,30,1005,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011,2011-08-22,18.7,-94.8,35,1005,0,0,0,70,0,0,0,0
AL082011,HARVEY,2011,2011-08-22,18.7,-95.2,35,1005,0,0,0,70,0,0,0,0
AL082011,HARVEY,2011,2011-08-22,18.6,-96.2,25,1006,0,0,0,0,0,0,0,0
AL082011,HARVEY,2011,2011-08-22,18.1,-97.2,20,1007,0,0,0,0,0,0,0,0
AL092011,IRENE,2011,2011-08-21,15.0,-59.0,45,1006,105,0,0,45,0,0,0,0
AL092011,IRENE,2011,2011-08-21,16.0,-60.6,45,1006,130,0,0,80,0,0,0,0
AL092011,IRENE,2011,2011-08-21,16.8,-62.2,45,1005,130,0,0,70,0,0,0,0
AL092011,IRENE,2011,2011-08-21,17.5,-63.7,50,999,130,20,0,70,0,0,0,0
AL092011,IRENE,2011,2011-08-21,17.8,-64.6,60,993,-999,-999,-999,-999,-999,-999,-999,-999
AL092011,IRENE,2011,2011-08-22,17.9,-65.0,60,993,130,30,30,90,0,0,0,0
AL092011,IRENE,2011,2011-08-22,18.1,-65.8,60,990,-999,-999,-999,-999,-999,-999,-999,-999
AL092011,IRENE,2011,2011-08-22,18.2,-65.9,65,990,130,60,60,90,25,0,0,0
AL092011,IRENE,2011,2011-08-22,18.9,-67.0,70,989,160,60,60,90,25,0,0,0
AL092011,IRENE,2011,2011-08-22,19.3,-68.0,75,988,160,60,40,90,25,0,0,0
AL092011,IRENE,2011,2011-08-23,19.7,-68.8,80,981,160,70,50,100,25,0,0,35
AL092011,IRENE,2011,2011-08-23,20.1,-69.7,80,978,180,120,90,130,45,30,20,35
AL092011,IRENE,2011,2011-08-23,20.4,-70.6,80,978,180,120,90,130,40,30,20,35
AL092011,IRENE,2011,2011-08-23,20.7,-71.2,80,977,180,120,90,130,35,30,20,35
AL092011,IRENE,2011,2011-08-24,21.0,-71.9,80,969,180,150,90,150,35,30,25,35
AL092011,IRENE,2011,2011-08-24,21.3,-72.5,95,965,180,150,90,150,35,30,25,35
AL092011,IRENE,2011,2011-08-24,21.9,-73.3,105,957,180,150,90,150,45,40,25,40
AL092011,IRENE,2011,2011-08-24,22.4,-74.0,100,955,-999,-999,-999,-999,-999,-999,-999,-999
AL092011,IRENE,2011,2011-08-24,22.7,-74.3,100,954,200,180,100,150,50,45,25,40
AL092011,IRENE,2011,2011-08-25,23.5,-75.1,95,952,220,180,100,150,60,60,25,50
AL092011,IRENE,2011,2011-08-25,24.1,-75.9,95,950,220,180,100,150,60,60,25,50
AL092011,IRENE,2011,2011-08-25,24.7,-76.2,90,950,-999,-999,-999,-999,-999,-999,-999,-999
AL092011,IRENE,2011,2011-08-25,25.4,-76.6,90,950,250,200,100,160,60,60,25,50
AL092011,IRENE,2011,2011-08-25,26.5,-77.2,90,950,250,200,125,160,70,60,25,50
AL092011,IRENE,2011,2011-08-26,27.7,-77.3,90,946,250,200,125,160,70,60,25,50
AL092011,IRENE,2011,2011-08-26,28.8,-77.3,90,942,250,200,130,175,80,80,50,50
AL092011,IRENE,2011,2011-08-26,30.0,-77.4,85,947,250,200,130,175,80,80,50,50
AL092011,IRENE,2011,2011-08-26,31.1,-77.5,80,950,250,225,140,175,80,80,50,50
AL092011,IRENE,2011,2011-08-27,32.1,-77.1,75,952,225,225,140,140,80,80,40,40
AL092011,IRENE,2011,2011-08-27,33.4,-76.8,75,952,225,225,140,140,80,80,40,40
AL092011,IRENE,2011,2011-08-27,34.7,-76.6,75,952,225,225,150,125,80,80,40,35
AL092011,IRENE,2011,2011-08-27,35.5,-76.3,65,950,210,225,150,125,75,75,35,35
AL092011,IRENE,2011,2011-08-28,36.7,-75.7,65,951,210,225,150,125,75,75,0,0
AL092011,IRENE,2011,2011-08-28,38.1,-75.0,65,958,230,280,160,110,75,75,0,0
AL092011,IRENE,2011,2011-08-28,39.4,-74.4,60,959,230,280,160,110,0,0,0,0
AL092011,IRENE,2011,2011-08-28,40.3,-74.1,55,963,230,280,130,50,0,0,0,0
AL092011,IRENE,2011,2011-08-28,40.6,-74.0,55,965,230,280,130,50,0,0,0,0
AL092011,IRENE,2011,2011-08-28,42.5,-73.1,50,970,230,280,180,50,0,0,0,0
AL092011,IRENE,2011,2011-08-29,44.2,-72.1,45,979,230,315,250,50,0,0,0,0
AL092011,IRENE,2011,2011-08-29,46.5,-69.5,40,983,360,360,360,0,0,0,0,0
AL092011,IRENE,2011,2011-08-29,49.1,-66.7,40,985,360,360,300,0,0,0,0,0
AL092011,IRENE,2011,2011-08-29,51.3,-63.8,40,987,0,360,0,0,0,0,0,0
AL092011,IRENE,2011,2011-08-30,53.0,-60.0,40,991,0,270,0,0,0,0,0,0
AL122011,KATIA,2011,2011-08-28,9.5,-19.0,20,1012,0,0,0,0,0,0,0,0
AL122011,KATIA,2011,2011-08-28,9.4,-20.3,20,1011,0,0,0,0,0,0,0,0
AL122011,KATIA,2011,2011-08-28,9.3,-21.6,25,1010,0,0,0,0,0,0,0,0
AL122011,KATIA,2011,2011-08-28,9.3,-22.9,25,1009,0,0,0,0,0,0,0,0
AL122011,KATIA,2011,2011-08-29,9.3,-24.2,25,1009,0,0,0,0,0,0,0,0
AL122011,KATIA,2011,2011-08-29,9.5,-25.6,25,1009,0,0,0,0,0,0,0,0
AL122011,KATIA,2011,2011-08-29,9.9,-27.0,30,1008,0,0,0,0,0,0,0,0
AL122011,KATIA,2011,2011-08-29,10.6,-28.2,30,1008,0,0,0,0,0,0,0,0
AL122011,KATIA,2011,2011-08-30,11.0,-29.6,35,1006,30,0,0,30,0,0,0,0
AL122011,KATIA,2011,2011-08-30,11.5,-31.1,40,1004,30,0,0,30,0,0,0,0
AL122011,KATIA,2011,2011-08-30,12.0,-32.9,45,1001,40,30,0,50,0,0,0,0
AL122011,KATIA,2011,2011-08-30,12.6,-34.6,50,997,50,40,20,60,0,0,0,0
AL122011,KATIA,2011,2011-08-31,13.1,-36.4,50,997,60,40,20,70,0,0,0,0
AL122011,KATIA,2011,2011-08-31,13.6,-38.2,55,994,70,40,20,80,0,0,0,0
AL122011,KATIA,2011,2011-08-31,14.0,-40.0,55,994,90,50,30,90,0,0,0,0
AL122011,KATIA,2011,2011-08-31,14.4,-41.8,60,990,100,65,40,110,0,0,0,0
AL122011,KATIA,2011,2011-09-01,14.8,-43.5,65,988,110,80,50,110,20,0,0,20
AL122011,KATIA,2011,2011-09-01,15.1,-45.2,65,988,120,90,50,110,20,0,0,20
AL122011,KATIA,2011,2011-09-01,15.3,-46.9,65,988,130,100,50,120,30,0,0,30
AL122011,KATIA,2011,2011-09-01,15.7,-48.5,65,988,140,110,50,120,30,0,0,30
AL122011,KATIA,2011,2011-09-02,16.2,-50.0,65,988,140,120,50,120,30,0,0,30
AL122011,KATIA,2011,2011-09-02,16.8,-51.2,65,988,150,120,50,120,30,0,0,30
AL122011,KATIA,2011,2011-09-02,17.4,-52.1,65,987,150,120,60,120,30,0,0,0
AL122011,KATIA,2011,2011-09-02,18.0,-53.0,65,987,150,120,70,120,30,0,0,0
AL122011,KATIA,2011,2011-09-03,18.4,-53.9,65,987,150,120,70,120,30,0,0,0
AL122011,KATIA,2011,2011-09-03,18.8,-54.7,65,987,150,120,70,120,30,0,0,0
AL122011,KATIA,2011,2011-09-03,19.4,-55.4,65,986,150,120,70,120,30,0,0,0
